year,month,project,downloads
2024,3,flask,109143076
2024,3,keras,18555908
2024,3,matplotlib,63451757
2024,3,numpy,264583938
2024,3,pandas,206047362
2024,3,plotly,15249923
2024,3,polars,5253048
2024,3,pytorch,245019
2024,3,requests,446990972
2024,3,seaborn,18734451
2024,3,selenium,17112635
2024,3,shiny,38632
2024,3,streamlit,4973729
2024,3,tensorflow,23765715
2024,4,beautifulsoup,762816
2024,4,dash,2943696
2024,4,django,15785895
2024,4,flask,95826169
2024,4,keras,18340631
2024,4,matplotlib,65643822
2024,4,numpy,273874895
2024,4,pandas,213008389
2024,4,plotly,16474034
2024,4,polars,7051666
2024,4,pytorch,259377
2024,4,requests,456014337
2024,4,seaborn,17828263
2024,4,selenium,17227037
2024,4,shiny,43491
2024,4,streamlit,4441119
2024,4,tensorflow,23044481
2024,5,beautifulsoup,632206
2024,5,dash,3095146
2024,5,django,16326689
2024,5,flask,74340431
2024,5,keras,18361502
2024,5,matplotlib,69156571
2024,5,numpy,291082113
2024,5,pandas,241204232
2024,5,plotly,16613160
2024,5,polars,7699417
2024,5,pytorch,274117
2024,5,requests,517521449
2024,5,seaborn,18139036
2024,5,selenium,17506393
2024,5,shiny,51687
2024,5,streamlit,5238935
2024,5,tensorflow,22864598
2024,6,beautifulsoup,587494
2024,6,dash,2734214
2024,6,django,16002170
2024,6,flask,76291613
2024,6,keras,16379725
2024,6,matplotlib,64340348
2024,6,numpy,287597572
2024,6,pandas,229924785
2024,6,plotly,15658381
2024,6,polars,7363306
2024,6,pytorch,259947
2024,6,requests,507813643
2024,6,seaborn,17838780
2024,6,selenium,17844645
2024,6,shiny,66641
2024,6,streamlit,5442502
2024,6,tensorflow,20688277
2024,7,beautifulsoup,596599
2024,7,dash,3231088
2024,7,django,19821347
2024,7,flask,87575985
2024,7,keras,15547135
2024,7,matplotlib,70416692
2024,7,numpy,323036096
2024,7,pandas,250653302
2024,7,plotly,17644433
2024,7,polars,7474516
2024,7,pytorch,258256
2024,7,requests,537495724
2024,7,seaborn,18702573
2024,7,selenium,23342318
2024,7,shiny,57174
2024,7,streamlit,5622892
2024,7,tensorflow,19955913
2024,8,beautifulsoup,598808
2024,8,dash,3410531
2024,8,django,19363595
2024,8,flask,95549980
2024,8,keras,14420227
2024,8,matplotlib,75310828
2024,8,numpy,335578694
2024,8,pandas,269670112
2024,8,plotly,18276982
2024,8,polars,7994878
2024,8,pytorch,240992
2024,8,requests,574255994
2024,8,seaborn,18942675
2024,8,selenium,20091762
2024,8,shiny,59011
2024,8,streamlit,5812899
2024,8,tensorflow,18982179
2024,9,beautifulsoup,562934
2024,9,dash,3359454
2024,9,django,20875940
2024,9,flask,106006867
2024,9,keras,13829271
2024,9,matplotlib,78191741
2024,9,numpy,334336861
2024,9,pandas,276685323
2024,9,plotly,19497823
2024,9,polars,9290103
2024,9,pytorch,220650
2024,9,requests,586354509
2024,9,seaborn,19095724
2024,9,selenium,20818636
2024,9,shiny,80883
2024,9,streamlit,6263135
2024,9,tensorflow,17459552
